                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     37,                 2.6518,                 2.0976,                 1.5632,                0.16311,                0.27273,                 0.2078,                0.07829,                 2.1708,                 2.2194,                 1.3442,              0.0010729,              0.0010729,              0.0010729
                     38,                 2.5772,                 2.0288,                 1.5435,                0.69885,                0.28728,                0.26307,                0.11354,                 2.1958,                 1.9865,                 1.3459,              0.0010564,              0.0010564,              0.0010564
                     39,                 2.6215,                 1.9772,                 1.5592,                0.68944,                0.25974,                0.20022,                0.06024,                 2.2513,                 1.9155,                 1.3646,              0.0010399,              0.0010399,              0.0010399
                     40,                 2.6068,                  2.007,                 1.5378,                0.71962,                0.22078,                0.24731,                0.09301,                 2.1561,                 1.9483,                 1.3354,              0.0010234,              0.0010234,              0.0010234
                     41,                 2.6271,                 1.8947,                 1.5249,                0.60295,                0.18831,                0.13504,                0.05333,                 2.5724,                 1.9913,                 1.4674,              0.0010069,              0.0010069,              0.0010069
                     42,                 2.5439,                  1.899,                 1.4925,                0.13871,                0.33766,                0.26943,                0.10994,                 2.1749,                 1.7506,                 1.3572,             0.00099036,             0.00099036,             0.00099036
                     43,                 2.5828,                 1.8577,                 1.4616,                0.70725,                0.22528,                0.19271,                0.06109,                 2.2326,                 2.0319,                 1.3597,             0.00097386,             0.00097386,             0.00097386
                     44,                 2.5853,                 1.9044,                 1.4792,                0.71583,                0.26623,                0.22798,                0.07505,                 2.1936,                 1.9071,                 1.3558,             0.00095736,             0.00095736,             0.00095736
                     45,                 2.5321,                 1.9248,                 1.4644,                 0.6877,                0.25325,                0.18933,                0.05627,                 2.2314,                 1.8718,                 1.3525,             0.00094085,             0.00094085,             0.00094085
                     46,                  2.519,                 1.8997,                 1.4897,                0.70976,                0.22057,                0.22398,                 0.0757,                 2.0982,                 2.0831,                 1.2965,             0.00092435,             0.00092435,             0.00092435
                     47,                 2.5034,                 1.8914,                 1.4971,                0.22182,                0.29221,                0.23814,                 0.0866,                 2.1075,                 1.9103,                 1.3155,             0.00090785,             0.00090785,             0.00090785
                     48,                 2.5132,                 1.8906,                 1.4655,                0.30088,                0.50325,                0.25742,                0.11236,                  2.224,                 1.8728,                 1.3305,             0.00089134,             0.00089134,             0.00089134
                     49,                 2.5366,                 1.7775,                 1.4609,                0.69011,                0.26623,                0.20723,                0.07984,                 2.1675,                 1.8491,                 1.3213,             0.00087484,             0.00087484,             0.00087484
                     50,                 2.5608,                 1.8129,                 1.5068,                 0.2448,                0.28571,                 0.2589,                0.09084,                 2.1774,                 1.8448,                 1.3288,             0.00085834,             0.00085834,             0.00085834
                     51,                 2.5526,                 1.8333,                 1.4922,                 0.2392,                0.27922,                0.27865,                0.09604,                 2.1669,                 1.8576,                 1.3328,             0.00084184,             0.00084184,             0.00084184
                     52,                  2.492,                 1.8393,                 1.4617,                0.20701,                0.26623,                0.27917,                0.09548,                 2.2364,                 1.9028,                 1.3384,             0.00082533,             0.00082533,             0.00082533
                     53,                 2.5582,                 1.8815,                  1.473,                0.41087,                0.50995,                0.42414,                0.09631,                 2.2674,                 1.7475,                 1.3604,             0.00080883,             0.00080883,             0.00080883
                     54,                 2.4784,                 1.7435,                 1.4661,                0.27175,                0.27922,                0.33793,                0.10965,                 2.1142,                 1.6767,                 1.3159,             0.00079233,             0.00079233,             0.00079233
                     55,                 2.4342,                 1.7313,                  1.432,                0.23954,                0.31056,                0.37141,                 0.1443,                 2.1243,                 1.6958,                 1.3117,             0.00077582,             0.00077582,             0.00077582
                     56,                 2.4784,                 1.7364,                 1.4455,                0.28753,                0.58766,                0.32376,                0.14665,                 2.1274,                 1.6783,                 1.3155,             0.00075932,             0.00075932,             0.00075932
                     57,                   2.46,                 1.7718,                 1.4784,                0.24432,                0.30406,                0.30542,                0.11921,                 2.1036,                  1.843,                  1.296,             0.00074282,             0.00074282,             0.00074282
                     58,                  2.454,                 1.7425,                 1.4571,                0.16293,                0.25325,                0.25359,                0.09726,                 2.3392,                   1.83,                 1.3735,             0.00072631,             0.00072631,             0.00072631
                     59,                 2.4904,                  1.832,                 1.4823,                0.20283,                0.31818,                0.31016,                0.13452,                 2.1428,                 1.7432,                 1.3216,             0.00070981,             0.00070981,             0.00070981
                     60,                  2.432,                 1.7884,                 1.4284,                0.49615,                0.49665,                0.38022,                0.20032,                 2.1366,                 1.7677,                 1.3237,             0.00069331,             0.00069331,             0.00069331
                     61,                  2.437,                 1.7907,                 1.5061,                0.31833,                0.58117,                 0.3989,                0.18627,                 2.0726,                 1.6165,                 1.2858,              0.0006768,              0.0006768,              0.0006768
                     62,                 2.4343,                  1.794,                 1.4314,                0.34112,                0.56032,                0.37988,                0.17849,                 2.4687,                 1.8582,                 1.4055,              0.0006603,              0.0006603,              0.0006603
                     63,                 2.4556,                 1.7888,                 1.4954,                0.14594,                0.88312,                 0.2643,                0.08369,                 2.4234,                 2.1075,                  1.399,              0.0006438,              0.0006438,              0.0006438
                     64,                 2.4289,                 1.7529,                 1.4617,                0.18888,                0.29221,                0.29471,                0.12326,                 2.1893,                 1.7337,                 1.3172,             0.00062729,             0.00062729,             0.00062729
                     65,                 2.4958,                  1.742,                 1.4896,                0.21587,                 0.2987,                0.26676,                0.11169,                  2.093,                 1.8365,                 1.2853,             0.00061079,             0.00061079,             0.00061079
                     66,                  2.472,                 1.7302,                 1.4548,                0.17791,                0.25325,                0.19674,                0.06852,                 2.3208,                 2.0812,                 1.3471,             0.00059429,             0.00059429,             0.00059429
                     67,                 2.4259,                 1.7552,                 1.3998,                0.22124,                0.29891,                0.27254,                0.11071,                 2.0939,                 1.7578,                 1.2824,             0.00057778,             0.00057778,             0.00057778
                     68,                 2.4291,                 1.7131,                 1.4145,                0.21575,                0.29221,                0.29537,                0.12895,                 2.0848,                 1.6997,                 1.2948,             0.00056128,             0.00056128,             0.00056128
                     69,                 2.4263,                 1.6619,                 1.4481,                0.22744,                0.27922,                0.28565,                 0.1183,                  2.097,                 1.7164,                 1.2932,             0.00054478,             0.00054478,             0.00054478
                     70,                 2.3537,                 1.6864,                 1.4316,                0.37244,                0.52922,                0.36056,                0.16471,                 2.0633,                 1.6352,                 1.2912,             0.00052827,             0.00052827,             0.00052827
                     71,                 2.4353,                 1.7787,                 1.4901,                0.16646,                0.37013,                0.36239,                0.14397,                 2.0906,                 1.6468,                 1.3072,             0.00051177,             0.00051177,             0.00051177
                     72,                 2.4194,                 1.6807,                 1.4164,                0.21192,                0.23407,                0.24831,                0.07642,                 2.3517,                 1.7551,                 1.3731,             0.00049527,             0.00049527,             0.00049527
                     73,                 2.4474,                 1.8256,                  1.481,                0.24814,                0.25974,                0.26994,                0.09997,                 2.1914,                 1.7387,                 1.3195,             0.00047876,             0.00047876,             0.00047876
                     74,                 2.3551,                 1.6792,                 1.4369,                0.33512,                0.59345,                0.38898,                 0.1816,                 2.0824,                 1.6166,                 1.2896,             0.00046226,             0.00046226,             0.00046226
                     75,                 2.3775,                 1.6248,                 1.3966,                0.22649,                0.93506,                0.38732,                0.16211,                 2.1563,                 1.6745,                 1.2995,             0.00044576,             0.00044576,             0.00044576
                     76,                 2.3624,                 1.6366,                 1.4102,                0.19584,                0.28849,                 0.3318,                0.12284,                 2.2077,                  1.874,                 1.3175,             0.00042925,             0.00042925,             0.00042925
                     77,                 2.4431,                 1.6687,                 1.4444,                0.23284,                0.25325,                0.31231,                0.12777,                 2.1612,                 1.6383,                  1.316,             0.00041275,             0.00041275,             0.00041275
                     78,                  2.345,                 1.7245,                  1.413,                 0.2217,                0.26623,                0.30474,                0.12595,                 2.1235,                 1.6177,                 1.3083,             0.00039625,             0.00039625,             0.00039625
                     79,                 2.3855,                 1.6518,                 1.4167,                0.17305,                0.54403,                0.38052,                 0.1701,                 2.1175,                 1.6088,                 1.3011,             0.00037974,             0.00037974,             0.00037974
                     80,                 2.3725,                 1.6683,                 1.4001,                0.32419,                0.58854,                0.42159,                0.19897,                 2.0979,                 1.6167,                 1.2932,             0.00036324,             0.00036324,             0.00036324
                     81,                 2.3851,                 1.6153,                 1.4439,                0.21253,                0.26623,                0.34909,                0.13889,                 2.1559,                 1.6519,                  1.312,             0.00034674,             0.00034674,             0.00034674
                     82,                 2.3431,                 1.6333,                 1.4184,                0.24873,                0.26623,                0.30598,                0.11323,                 2.1737,                 1.6702,                 1.3123,             0.00033023,             0.00033023,             0.00033023
                     83,                  2.351,                 1.6862,                 1.4056,                 0.2284,                 0.2987,                0.29777,                0.11444,                 2.1429,                 1.6437,                 1.2982,             0.00031373,             0.00031373,             0.00031373
                     84,                 2.3846,                 1.7281,                  1.436,                0.26455,                 0.2987,                 0.2977,                 0.1233,                  2.093,                 1.6488,                 1.2877,             0.00029723,             0.00029723,             0.00029723
                     85,                 2.4303,                 1.6668,                 1.4365,                0.24732,                0.29221,                0.30297,                0.12853,                 2.1001,                 1.6267,                 1.2791,             0.00028072,             0.00028072,             0.00028072
                     86,                 2.3813,                 1.6818,                 1.4383,                0.23383,                0.31169,                0.30725,                0.12456,                 2.1113,                 1.6792,                 1.2803,             0.00026422,             0.00026422,             0.00026422
                     87,                 2.3684,                 1.6867,                  1.466,                 0.2654,                0.31169,                0.30464,                 0.1219,                 2.1159,                 1.6949,                 1.2901,             0.00024772,             0.00024772,             0.00024772
                     88,                 2.3823,                 1.6969,                 1.4328,                 0.2577,                0.30519,                0.31055,                0.12813,                 2.1353,                 1.6558,                 1.3023,             0.00023121,             0.00023121,             0.00023121
                     89,                 2.3373,                 1.6608,                 1.4167,                0.18451,                0.57608,                0.32134,                0.13383,                 2.1812,                 1.6189,                 1.3112,             0.00021471,             0.00021471,             0.00021471
                     90,                 2.2831,                 1.6313,                 1.4161,                0.30144,                0.51706,                0.29197,                0.10952,                 2.2941,                  1.643,                 1.3521,             0.00019821,             0.00019821,             0.00019821
                     91,                 2.3256,                 1.7353,                 1.4535,                0.32038,                0.50974,                0.28508,                0.10685,                 2.2595,                 1.6684,                 1.3389,              0.0001817,              0.0001817,              0.0001817
                     92,                 2.2698,                 1.6416,                 1.4539,                0.27955,                 0.5487,                0.30073,                 0.1191,                 2.1502,                 1.6389,                 1.3025,              0.0001652,              0.0001652,              0.0001652
                     93,                 2.3104,                 1.6764,                   1.46,                0.19736,                0.37267,                0.29894,                0.12062,                 2.1131,                 1.6004,                 1.2918,              0.0001487,              0.0001487,              0.0001487
                     94,                 2.3258,                 1.6615,                  1.483,                0.23362,                0.31892,                0.30276,                0.12225,                 2.1062,                 1.5568,                 1.2849,             0.00013219,             0.00013219,             0.00013219
                     95,                 2.3202,                 1.6465,                 1.4762,                0.24235,                0.32468,                0.30994,                0.11805,                 2.1219,                 1.5517,                 1.2868,             0.00011569,             0.00011569,             0.00011569
                     96,                 2.2791,                 1.6469,                 1.4534,                0.24172,                0.31169,                 0.3113,                0.11307,                 2.1386,                 1.5825,                 1.2884,             9.9187e-05,             9.9187e-05,             9.9187e-05
                     97,                 2.2579,                 1.6293,                  1.474,                0.25562,                0.33117,                 0.3147,                 0.1164,                 2.1403,                 1.6348,                 1.2888,             8.2683e-05,             8.2683e-05,             8.2683e-05
                     98,                 2.2902,                 1.6708,                 1.4605,                   0.26,                0.33117,                0.31771,                0.12073,                 2.1336,                 1.6178,                 1.2887,              6.618e-05,              6.618e-05,              6.618e-05
                     99,                  2.342,                 1.6877,                 1.4657,                0.19592,                0.53192,                0.32548,                0.12238,                 2.1555,                 1.5895,                 1.2954,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    100,                 2.2426,                 1.6099,                 1.4809,                0.25151,                0.32863,                0.32526,                0.12141,                 2.1475,                 1.5735,                 1.2944,             3.3173e-05,             3.3173e-05,             3.3173e-05
